i_subj_all,i_subj_curr,olife_total,i_onset,i_ori,i_trial,contrast,correct
0,0,50,1,0,94,0.016952211458200001,1
0,0,50,1,0,95,0.016619975241699999,0
0,0,50,1,0,96,0.0123506707548,0
0,0,50,1,0,97,0.023733302034900001,1
0,0,50,1,0,98,0.021075711012800001,1
0,0,50,1,0,99,0.016619975241699999,0
0,0,50,1,0,100,0.019860687103499999,1
0,0,50,1,0,101,0.0289279762059,1
0,0,50,1,0,102,0.0176367410356,1
0,0,50,1,0,103,0.0219267473268,1
0,0,50,1,0,104,0.01475891533,1
0,0,50,1,0,105,0.0179893025785,1
0,0,50,1,0,106,0.0144696642078,1
0,0,50,1,0,107,0.01475891533,1
0,0,50,1,0,108,0.0141860819446,1
0,0,50,1,0,109,0.0114105503128,0
0,0,50,1,0,110,0.015053948632900001,1
0,0,50,1,0,111,0.0144696642078,1
0,0,50,1,0,112,0.01475891533,1
0,0,50,1,0,113,0.010132827726,0
0,0,50,1,0,114,0.01475891533,1
0,0,50,1,0,115,0.010752727122799999,0
0,0,50,1,0,116,0.01475891533,0
0,0,50,1,0,117,0.01475891533,1
0,0,50,1,0,118,0.0144696642078,1
0,0,50,1,0,119,0.0141860819446,0
0,0,50,1,0,120,0.016294250323400001,0
0,0,50,1,0,121,0.020662660803800002,0
0,0,50,1,0,122,0.015661826438200001,0
